borrowrate,isborrowerhomeowner,investors,rating
0.3125,True,19,1.0
0.2692,False,147,3.0
0.2394,False,1,3.0
0.1679,False,99,5.0
0.2561,True,6,3.0
0.1029,False,295,6.0
0.2379,False,1,3.0
0.1656,True,57,4.0
0.127,False,167,6.0
0.099,True,1,6.0
0.2049,True,1,4.0
0.095,True,164,4.07224258423391
0.1715,True,49,4.0
0.24,False,37,4.07224258423391
0.1799,True,251,5.0
0.0585,True,55,4.07224258423391
0.0809,True,1,7.0
0.1099,False,1,6.0
0.1223,True,6,6.0
0.199,False,67,3.0
0.1585,False,1,4.0
0.3199,False,25,2.0
0.178,True,249,4.07224258423391
0.2862,False,48,2.0
0.35,True,18,1.0
0.1575,True,153,4.07224258423391
0.1199,False,1,6.0
0.2049,True,1,4.0
0.2635,False,117,3.0
0.32,True,42,4.07224258423391
0.0769,True,1,7.0
0.089,False,95,4.07224258423391
0.3127,False,72,1.0
0.09,False,115,4.07224258423391
0.138,False,218,4.07224258423391
0.21,False,65,4.07224258423391
0.1203,True,1,6.0
0.16,True,197,4.07224258423391
0.1635,True,139,4.0
0.0799,False,201,7.0
0.139,True,44,6.0
0.29,True,92,4.07224258423391
0.245,True,92,4.07224258423391
0.1815,True,13,4.07224258423391
0.1356,False,50,4.0
0.1695,False,27,4.07224258423391
0.114,True,132,6.0
0.104,False,171,6.0
0.1915,False,12,4.0
0.1899,True,19,4.07224258423391
0.2148,False,86,4.0
0.0974,True,1,6.0
0.2148,False,244,4.0
0.14,False,171,4.07224258423391
0.071,False,130,7.0
0.2769,False,22,2.0
0.1774,False,24,4.0
0.1399,False,41,5.0
0.35,True,23,4.07224258423391
0.1649,True,327,5.0
0.201,True,168,4.0
0.2786,True,61,2.0
0.3099,True,66,2.0
0.2669,False,11,2.0
0.1626,True,171,5.0
0.2148,False,55,4.0
0.2899,False,174,3.0
0.14,True,33,4.07224258423391
0.0849,True,425,7.0
0.1559,False,37,5.0
0.3177,False,19,1.0
0.139,False,77,4.07224258423391
0.1664,True,51,5.0
0.1899,True,177,4.0
0.2724,True,1,2.0
0.1254,False,21,6.0
0.1076,True,353,7.0
0.195,False,208,4.07224258423391
0.069,True,58,7.0
0.1694,True,301,5.0
0.105,True,168,6.0
0.1939,True,83,4.0
0.12,False,35,4.07224258423391
0.1765,False,1,4.0
0.1609,True,39,5.0
0.1159,False,146,6.0
0.1795,True,147,4.0
0.115,True,310,4.07224258423391
0.166,True,1,4.0
0.2359,True,88,3.0
0.3174,False,27,4.07224258423391
0.15,True,1,5.0
0.1499,False,128,5.0
0.1039,False,1,6.0
0.2272,False,1,3.0
0.1715,True,1,4.0
0.13,True,430,4.07224258423391
0.1269,True,101,6.0
0.2272,False,141,3.0
0.2,False,11,4.07224258423391
0.166,True,256,4.0
0.187,False,1,4.0
0.2916,False,1,2.0
0.22,False,33,4.07224258423391
0.0659,True,1,7.0
0.105,True,562,4.07224258423391
0.2492,True,26,3.0
0.092,True,134,6.0
0.12,True,286,4.07224258423391
0.208,False,6,3.0
0.1153,True,578,6.0
0.1875,False,60,4.0
0.3134,True,1,1.0
0.1485,False,131,5.0
0.3177,False,40,1.0
0.2499,False,183,3.0
0.3099,True,6,2.0
0.1819,False,274,5.0
0.242,False,53,4.07224258423391
0.2139,True,96,4.0
0.3177,False,7,1.0
0.125,True,359,4.07224258423391
0.1034,True,85,6.0
0.194,False,386,4.07224258423391
0.2624,False,27,2.0
0.3099,True,3,2.0
0.3149,True,65,2.0
0.104,True,60,6.0
0.2468,False,275,4.0
0.1414,True,1,5.0
0.2566,False,56,3.0
0.0789,False,92,4.07224258423391
0.1685,True,390,4.07224258423391
0.1998,True,22,4.07224258423391
0.2736,False,15,3.0
0.17,False,65,4.07224258423391
0.099,False,1,6.0
0.0809,False,1,7.0
0.245,True,88,4.0
0.1435,True,1,5.0
0.1089,True,37,6.0
0.099,True,1,6.0
0.3199,True,116,2.0
0.2394,True,3,3.0
0.2786,True,34,2.0
0.1535,True,1,5.0
0.0809,True,315,7.0
0.1045,True,85,4.07224258423391
0.14,True,203,4.07224258423391
0.072,False,36,4.07224258423391
0.1902,True,176,4.0
0.2699,True,3,3.0
0.265,False,85,4.07224258423391
0.08,False,55,4.07224258423391
0.1485,False,1,5.0
0.3177,False,20,1.0
0.2566,False,1,3.0
0.2625,False,90,3.0
0.2209,True,171,4.0
0.1385,False,65,5.0
0.2561,True,10,3.0
0.2179,False,1,4.0
0.1744,True,161,6.0
0.1129,False,11,6.0
0.1449,True,32,5.0
0.2909,False,129,2.0
0.35,False,44,2.0
0.1824,True,1,4.0
0.2124,False,27,4.0
0.1585,False,1,4.0
0.2199,False,78,3.0
0.35,False,116,1.0
0.257,True,193,3.0
0.173,True,1,4.0
0.1626,True,36,5.0
0.2699,False,1,2.0
0.35,True,8,4.07224258423391
0.0835,False,293,6.0
0.1585,False,38,5.0
0.1,True,283,7.0
0.2899,False,121,3.0
0.28,False,30,4.07224258423391
0.3125,True,50,1.0
0.2684,True,15,3.0
0.2489,True,31,4.0
0.1089,True,65,6.0
0.2566,False,65,3.0
0.1,True,113,4.07224258423391
0.3,True,42,4.07224258423391
0.2045,False,11,4.0
0.25,False,182,3.0
0.23,False,161,4.07224258423391
0.2958,True,79,2.0
0.2699,False,1,2.0
0.205,True,368,4.07224258423391
0.256,True,51,4.07224258423391
0.3199,False,19,2.0
0.2019,False,145,4.0
0.1269,False,175,6.0
0.2324,False,23,3.0
0.15,False,35,4.07224258423391
0.0629,True,1,7.0
0.2474,True,1,2.0
0.0835,False,141,6.0
0.1029,False,7,6.0
0.2254,False,7,2.0
0.1819,True,365,5.0
0.2899,True,120,2.0
0.1949,False,115,4.0
0.092,True,139,6.0
0.2712,False,44,2.0
0.1099,True,1,6.0
0.06,True,77,7.0
0.142,True,186,4.07224258423391
0.3075,False,46,1.0
0.1465,False,1,5.0
0.157,True,1,4.0
0.166,False,1,4.0
0.1314,True,1,5.0
0.2492,True,79,3.0
0.095,True,92,4.07224258423391
0.2895,True,129,4.07224258423391
0.1515,False,121,4.07224258423391
0.2498,False,154,4.0
0.2958,False,41,2.0
0.089,True,14,4.07224258423391
0.3177,False,42,1.0
0.235,False,44,4.07224258423391
0.14,False,99,4.07224258423391
0.3177,True,6,1.0
0.139,True,235,6.0
0.1239,True,1,6.0
0.16,False,7,4.07224258423391
0.2849,False,1,2.0
0.2148,False,160,4.0
0.127,True,166,4.07224258423391
0.162,False,1,4.0
0.1585,True,175,5.0
0.1775,False,50,4.07224258423391
0.1995,False,118,4.07224258423391
0.1699,True,100,4.0
0.081,False,71,4.07224258423391
0.2859,False,1,2.0
0.162,False,82,4.0
0.0839,True,82,4.07224258423391
0.1314,True,46,5.0
0.1599,False,67,5.0
0.13,False,35,4.07224258423391
0.1089,False,1,6.0
0.274,False,62,3.0
0.219,False,77,3.0
0.1819,True,167,5.0
0.24,False,7,4.07224258423391
0.0769,False,1,7.0
0.171,False,56,4.07224258423391
0.2045,True,1,4.0
0.1399,True,126,5.0
0.11,True,273,7.0
0.2259,True,1,4.0
0.2419,False,59,3.0
0.1745,True,183,4.07224258423391
0.0795,True,249,7.0
0.2,False,25,4.07224258423391
0.2339,False,42,4.07224258423391
0.2823,False,45,3.0
0.1203,True,477,6.0
0.2124,True,187,4.0
0.1449,False,48,5.0
0.2124,False,2,4.0
0.1852,True,24,5.0
0.3199,True,6,2.0
0.25,False,150,4.07224258423391
0.0819,True,382,7.0
0.2898,False,40,4.07224258423391
0.1585,True,1,5.0
0.2424,True,1,2.0
0.1665,True,113,4.07224258423391
0.1252,False,116,4.07224258423391
0.184,True,13,4.0
0.2566,False,1,3.0
0.2786,False,68,2.0
0.139,False,53,4.07224258423391
0.2958,False,5,2.0
0.1655,False,1,4.0
0.0879,True,1,6.0
0.1239,True,1,6.0
0.1899,False,8,4.0
0.152,True,1,5.0
0.0929,False,13,6.0
0.1469,False,241,5.0
0.2699,True,18,2.0
0.16,False,218,4.07224258423391
0.1029,False,40,6.0
0.2094,True,118,4.07224258423391
0.23,True,23,4.07224258423391
0.1249,True,1,6.0
0.184,True,1,4.0
0.1469,False,93,5.0
0.1071,True,472,7.0
0.26,False,25,4.07224258423391
0.2275,False,53,4.07224258423391
0.1765,True,1,4.0
0.1579,True,1,5.0
0.1939,False,41,4.0
0.1626,True,30,5.0
0.3177,False,31,1.0
0.1396,True,243,6.0
0.2712,False,70,2.0
0.3199,True,11,1.0
0.1199,True,1,6.0
0.3177,False,75,1.0
0.2489,False,154,4.0
0.132,True,302,4.07224258423391
0.1725,False,1,4.0
0.09,True,81,4.07224258423391
0.1579,True,1,5.0
0.0745,True,117,4.07224258423391
0.3177,False,48,1.0
0.201,False,41,4.0
0.119,True,231,6.0
0.2672,False,1,3.0
0.24,True,76,4.07224258423391
0.2218,True,16,4.0
0.1189,True,1,6.0
0.0895,False,490,4.07224258423391
0.1499,False,32,5.0
0.2699,False,68,3.0
0.0945,True,709,7.0
0.3058,False,49,2.0
0.3177,True,3,1.0
0.1551,True,174,6.0
0.1099,False,1,6.0
0.0819,False,245,7.0
0.3177,False,68,1.0
0.1914,True,125,4.0
0.0809,True,1,7.0
0.1973,False,72,4.07224258423391
0.2524,True,186,3.0
0.1465,False,1,5.0
0.17,False,96,4.07224258423391
0.2346,False,24,3.0
0.2497,False,85,4.07224258423391
0.2489,True,61,4.0
0.2487,True,109,3.0
0.25,True,43,3.0
0.18,True,455,4.07224258423391
0.1679,False,47,5.0
0.2346,True,1,3.0
0.3199,True,78,1.0
0.2635,False,338,3.0
0.1765,True,1,4.0
0.2958,False,46,2.0
0.2566,False,1,3.0
0.18,False,67,4.07224258423391
0.2451,False,179,4.07224258423391
0.1296,True,167,6.0
0.2579,True,78,3.0
0.1435,True,1,5.0
0.2324,False,103,4.07224258423391
0.2148,False,80,4.0
0.2549,True,9,2.0
0.0716,True,1,7.0
0.231,True,1,3.0
0.1239,True,213,6.0
0.0869,True,291,7.0
0.29,False,18,4.07224258423391
0.2932,False,20,2.0
0.1551,True,10,6.0
0.09,False,119,4.07224258423391
0.0974,True,43,6.0
0.3199,False,14,2.0
0.1495,False,108,4.07224258423391
0.1299,False,1,6.0
0.1515,True,182,5.0
0.183,False,97,4.07224258423391
0.2,False,22,4.07224258423391
0.35,False,13,1.0
0.2969,True,11,2.0
0.1899,True,39,4.07224258423391
0.1299,False,273,6.0
0.1765,True,1,4.0
0.184,True,1,4.0
0.166,True,1,4.0
0.1509,False,188,5.0
0.1355,False,1,5.0
0.15,False,427,5.0
0.0659,True,1,7.0
0.1621,False,94,5.0
0.089,True,55,6.0
0.112,False,189,4.07224258423391
0.1034,True,1,6.0
0.3177,False,38,1.0
0.2,True,150,4.07224258423391
0.2809,True,1,2.0
0.1649,True,1,5.0
0.1875,True,1,4.0
0.1274,True,1,5.0
0.2489,False,100,4.0
0.31,False,93,4.07224258423391
0.099,True,1,6.0
0.1419,True,220,5.0
0.2287,False,40,3.0
0.1049,False,182,6.0
0.099,True,1,6.0
0.1239,False,229,6.0
0.2639,False,57,2.0
0.1649,True,1,5.0
0.0839,False,70,7.0
0.1375,False,222,4.07224258423391
0.2346,False,283,3.0
0.23,True,98,4.07224258423391
0.2,True,292,4.07224258423391
0.142,True,177,4.07224258423391
0.179,True,369,5.0
0.198,False,1,4.0
0.1655,True,6,4.0
0.1655,True,1,4.0
0.1585,True,1,4.0
0.23,False,30,4.07224258423391
0.1988,True,63,4.0
0.187,False,1,4.0
0.1359,True,246,5.0
0.1169,True,1,6.0
0.0864,False,391,7.0
0.2566,False,68,3.0
0.3177,True,68,1.0
0.2287,False,13,3.0
0.2449,True,24,3.0
0.1897,True,3,5.0
0.1115,False,346,6.0
0.2699,False,22,2.0
0.1153,True,1,6.0
0.2,True,114,4.07224258423391
0.17,False,66,4.07224258423391
0.1034,True,65,6.0
0.2049,False,15,4.0
0.2566,False,119,3.0
0.0819,True,110,7.0
0.1346,False,24,6.0
0.1485,True,317,5.0
0.2225,False,100,3.0
0.2554,True,1,2.0
0.1049,True,267,6.0
0.11,False,11,4.07224258423391
0.3177,True,7,1.0
0.09,True,97,4.07224258423391
0.1999,False,269,4.0
0.1807,False,225,4.07224258423391
0.24,False,16,4.07224258423391
0.1499,True,72,5.0
0.1189,False,73,6.0
0.2699,False,44,3.0
0.35,True,17,2.0
0.1725,True,1,4.0
0.099,True,211,6.0
0.166,True,1,4.0
0.35,True,21,4.07224258423391
0.3177,True,12,1.0
0.28,False,13,4.07224258423391
0.095,False,79,4.0
0.1159,True,1,6.0
0.3199,True,35,1.0
0.3099,True,82,2.0
0.0675,False,108,7.0
0.1685,False,1,4.0
0.1528,False,60,4.07224258423391
0.2024,False,1,4.0
0.0699,True,378,7.0
0.274,True,254,3.0
0.1905,True,1,4.0
0.176,True,1,4.0
0.15,True,362,5.0
0.1599,True,272,5.0
0.0766,False,121,7.0
0.1768,False,105,5.0
0.2786,False,1,2.0
0.1765,True,1,4.0
0.1864,False,57,4.0
0.1599,False,98,5.0
0.3,True,16,4.07224258423391
0.14,True,209,5.0
0.105,False,1,6.0
0.1099,True,1,6.0
0.0974,True,75,6.0
0.0869,True,168,7.0
0.1515,False,283,5.0
0.0964,True,75,6.0
0.3177,False,1,1.0
0.2699,True,1,2.0
0.2925,True,1,2.0
0.29,False,26,4.07224258423391
0.0903,False,30,4.07224258423391
0.24,False,144,3.0
0.19,True,74,4.07224258423391
0.1765,True,140,4.07224258423391
0.2095,False,151,4.07224258423391
0.3177,False,78,1.0
0.2371,False,150,3.0
0.0999,False,92,4.07224258423391
0.1875,False,98,4.0
0.1299,True,69,6.0
0.0693,True,63,4.07224258423391
0.2024,False,134,5.0
0.1875,True,33,4.0
0.176,False,7,4.0
0.083,True,210,7.0
0.232,False,53,4.07224258423391
0.3058,True,3,2.0
0.26,False,58,2.0
0.119,False,57,4.07224258423391
0.1799,True,150,5.0
0.2085,True,39,5.0
0.2148,True,87,4.0
0.065,False,2,4.07224258423391
0.2574,False,132,3.0
0.176,True,29,4.0
0.1835,True,201,4.07224258423391
0.2272,False,33,3.0
0.3199,True,20,1.0
0.0964,True,93,6.0
0.3304,True,23,2.0
0.14,True,1,5.0
0.099,True,1,6.0
0.14,False,153,5.0
0.1939,False,173,4.0
0.166,True,1,4.0
0.156,True,228,4.07224258423391
0.162,False,1,4.0
0.139,True,95,4.07224258423391
0.2205,False,196,4.0
0.088,True,54,4.07224258423391
0.2916,True,25,2.0
0.1795,True,1,4.0
0.2081,True,210,4.0
0.2786,True,31,2.0
0.1395,False,117,4.07224258423391
0.0849,True,45,7.0
0.0604,True,51,4.07224258423391
0.187,True,63,4.0
0.1435,False,69,4.07224258423391
0.2429,True,15,4.07224258423391
0.1979,True,36,4.0
0.1685,True,67,4.0
0.135,True,422,4.07224258423391
0.1349,False,1,5.0
0.1915,True,62,4.0
0.0829,False,4,6.0
0.1399,False,1,5.0
0.3177,True,3,1.0
0.1449,True,83,5.0
0.0899,True,137,7.0
0.1599,False,143,5.0
0.1465,False,82,6.0
0.0933,True,53,7.0
0.197,False,1,4.0
0.1599,False,27,5.0
0.2287,True,38,3.0
0.0824,True,89,6.0
0.1774,False,35,4.0
0.21,True,1,3.0
0.213,False,88,4.07224258423391
0.1089,False,1,6.0
0.07,True,9,4.07224258423391
0.1664,True,21,4.07224258423391
0.143,True,258,4.07224258423391
0.1153,True,1,6.0
0.2916,False,1,2.0
0.1899,False,47,4.0
0.1435,False,211,4.07224258423391
0.3099,False,22,2.0
0.099,True,1,6.0
0.0999,True,158,4.07224258423391
0.1591,True,159,6.0
0.2094,True,81,4.07224258423391
0.1159,False,80,6.0
0.1679,False,118,5.0
0.3127,False,1,1.0
0.176,False,1,4.0
0.1299,False,1,6.0
0.2,True,19,4.07224258423391
0.1049,True,313,6.0
0.1915,True,1,4.0
0.21,True,127,4.0
0.23,False,80,4.07224258423391
0.3177,False,1,1.0
0.057,False,17,4.07224258423391
0.21,True,1,3.0
0.1199,True,1,6.0
0.1714,False,75,4.07224258423391
0.28,False,50,4.07224258423391
0.196,False,1,3.0
0.1189,False,1,6.0
0.059,False,102,4.07224258423391
0.2259,False,161,4.0
0.185,True,216,4.07224258423391
0.1322,True,222,4.07224258423391
0.35,False,55,4.07224258423391
0.1899,False,1,4.0
0.1219,True,1,6.0
0.1639,False,19,5.0
0.0724,True,141,7.0
0.0809,True,1,7.0
0.1649,False,1,5.0
0.1769,False,192,5.0
0.2699,False,39,2.0
0.209,False,290,4.0
0.1346,False,144,6.0
0.17,True,252,4.07224258423391
0.2699,False,11,3.0
0.1076,True,105,7.0
0.1053,True,58,4.07224258423391
0.1099,False,20,6.0
0.3177,False,54,1.0
0.2624,True,195,3.0
0.2125,False,307,4.07224258423391
0.092,False,29,6.0
0.1585,True,1,4.0
0.3049,False,79,3.0
0.3177,False,58,1.0
0.1985,True,4,4.07224258423391
0.155,False,1,5.0
0.2151,False,104,5.0
0.1769,True,1,5.0
0.0769,False,1,7.0
0.1565,True,61,4.07224258423391
0.155,False,1,5.0
0.2287,False,211,3.0
0.3415,True,219,2.0
0.1089,True,197,6.0
0.322,True,177,2.0
0.189,False,257,4.0
0.3199,False,7,2.0
0.285,True,21,2.0
0.0949,True,1,6.0
0.29,False,28,4.07224258423391
0.3019,True,131,4.07224258423391
0.2469,False,135,3.0
0.2624,False,1,2.0
0.1295,True,61,4.07224258423391
0.1535,True,168,5.0
0.1039,True,1,6.0
0.1465,True,2,5.0
0.285,False,1,2.0
0.2468,True,143,4.0
0.1728,True,28,6.0
0.155,True,125,4.07224258423391
0.139,True,302,6.0
0.1679,True,164,5.0
0.2127,False,1,2.0
0.3165,True,89,2.0
0.1774,False,52,4.0
0.1249,False,1,6.0
0.0735,True,62,6.0
0.3304,False,6,2.0
0.1034,True,1,6.0
0.29,False,22,4.07224258423391
0.138,True,170,4.07224258423391
0.295,True,150,3.0
0.2629,False,6,2.0
0.1334,False,1,6.0
0.1824,False,1,4.0
0.11,True,56,4.07224258423391
0.2537,True,41,3.0
0.0985,False,67,4.07224258423391
0.18,False,256,4.07224258423391
0.1535,True,1,5.0
0.3177,True,36,1.0
0.23,True,51,4.07224258423391
0.15,True,31,4.07224258423391
0.2139,False,1,4.0
0.3049,False,292,3.0
0.3199,True,30,2.0
0.155,False,110,4.07224258423391
0.2287,False,79,3.0
0.0629,True,1,7.0
0.1296,True,223,6.0
0.0964,True,32,6.0
0.3575,False,144,4.07224258423391
0.1249,False,1,6.0
0.2452,False,23,3.0
0.35,False,15,4.07224258423391
0.2099,True,41,4.0
0.1599,False,1,5.0
0.2019,False,206,4.0
0.2786,False,1,2.0
0.2124,True,84,5.0
0.1926,True,76,4.07224258423391
0.26,True,47,4.07224258423391
0.1029,False,84,6.0
0.289,False,40,4.07224258423391
0.1664,True,12,5.0
0.2153,True,104,4.0
0.1305,False,1,5.0
0.0879,False,1,6.0
0.2295,True,141,4.0
0.1137,True,301,4.07224258423391
0.3099,False,67,2.0
0.196,True,1,3.0
0.1914,True,1,4.0
0.2999,False,43,2.0
0.155,False,98,4.07224258423391
0.16,True,395,4.07224258423391
0.1449,False,32,5.0
0.1012,True,64,4.07224258423391
0.0958,False,45,5.0
0.1951,True,190,4.07224258423391
0.2605,False,74,4.0
0.069,False,359,4.07224258423391
0.1299,False,1,6.0
0.1274,False,1,5.0
0.3099,False,35,2.0
0.13,True,82,4.07224258423391
0.1435,False,1,5.0
0.0766,True,110,7.0
0.1175,True,17,4.07224258423391
0.2449,True,6,3.0
0.1385,True,97,6.0
0.2489,True,46,4.0
0.31,False,39,1.0
0.2049,True,41,4.0
0.2962,True,26,2.0
0.2468,True,281,4.0
0.231,False,29,3.0
0.2573,True,19,3.0
0.201,True,173,4.07224258423391
0.2566,True,79,3.0
0.2049,True,1,4.0
0.2925,False,36,2.0
0.1199,False,1,6.0
0.2118,True,125,4.0
0.0685,True,143,4.07224258423391
0.1449,False,140,5.0
0.1679,False,1,5.0
0.3304,False,6,2.0
0.322,False,152,2.0
0.1329,True,111,6.0
0.1695,False,1,4.0
0.2599,True,78,3.0
0.1153,False,283,6.0
0.1199,True,1,6.0
0.2287,False,29,3.0
0.35,False,43,3.0
0.198,True,1,4.0
0.071,True,72,7.0
0.1034,True,1,6.0
0.099,False,1,6.0
0.235,False,35,4.07224258423391
0.2699,False,36,2.0
0.1628,False,185,6.0
0.1224,False,55,5.0
0.1874,False,121,4.0
0.2962,True,29,2.0
0.3127,True,2,1.0
0.31,True,129,3.0
0.0809,False,1,7.0
0.1159,False,1,6.0
0.2867,True,118,3.0
0.095,True,290,7.0
0.1099,True,1,6.0
0.15,True,216,6.0
0.073,True,154,4.07224258423391
0.1274,False,158,5.0
0.2015,False,26,4.0
0.2085,True,131,5.0
0.275,True,101,3.0
0.1034,True,162,6.0
0.2624,True,1,2.0
0.2105,True,102,4.07224258423391
0.127,True,79,6.0
0.275,True,149,3.0
0.1765,False,22,4.07224258423391
0.1585,True,1,5.0
0.1465,True,1,5.0
0.1774,False,32,4.0
0.15,False,16,5.0
0.2124,False,27,5.0
0.2209,False,69,4.0
0.14,False,84,4.07224258423391
0.35,True,30,1.0
0.2999,False,70,2.0
0.3199,True,8,1.0
0.2304,True,1,3.0
0.25,True,184,4.07224258423391
0.1764,True,24,5.0
0.1915,False,1,4.0
0.149,False,79,4.07224258423391
0.316,True,46,2.0
0.127,True,114,6.0
0.0945,True,355,7.0
0.143,False,110,4.07224258423391
0.2375,False,53,4.07224258423391
0.2148,False,5,4.0
0.162,True,1,5.0
0.2489,True,78,4.0
0.2195,False,142,4.07224258423391
0.1249,True,1,6.0
0.25,False,54,4.07224258423391
0.2304,False,19,3.0
0.1045,True,140,4.07224258423391
0.2899,False,104,2.0
0.1185,False,181,4.07224258423391
0.092,True,214,4.07224258423391
0.2958,False,15,2.0
0.187,True,1,4.0
0.0999,False,4,6.0
0.15,True,95,4.07224258423391
0.1269,False,1,6.0
0.1099,True,159,6.0
0.115,True,52,4.07224258423391
0.16,True,125,4.07224258423391
0.1269,True,1,6.0
0.1385,False,122,5.0
0.225,False,9,4.07224258423391
0.17,True,15,4.07224258423391
0.35,True,41,4.07224258423391
0.2179,False,18,4.0
0.162,True,1,5.0
0.2999,False,36,2.0
0.3177,False,6,1.0
0.1045,False,49,4.07224258423391
0.0609,True,49,4.07224258423391
0.3177,True,54,1.0
0.1695,True,55,4.07224258423391
0.0839,True,265,7.0
0.3058,False,5,2.0
0.15,False,29,4.07224258423391
0.173,True,23,4.0
0.155,False,1,5.0
0.26,False,30,4.07224258423391
0.2199,False,14,3.0
0.1199,True,362,7.0
0.195,True,54,4.0
0.0799,True,211,7.0
0.2015,False,1,4.0
0.2225,False,55,3.0
0.0724,True,81,7.0
0.3177,True,6,1.0
0.2774,True,1,2.0
0.0999,False,57,6.0
0.2394,True,1,3.0
0.1089,False,66,6.0
0.1139,True,1,6.0
0.3177,True,29,1.0
0.2177,False,53,4.07224258423391
0.1269,True,215,6.0
0.29,False,19,4.07224258423391
0.2099,False,67,4.0
0.1627,False,174,4.07224258423391
0.2875,False,13,4.07224258423391
0.1795,True,1,4.0
0.1485,True,311,5.0
0.22,True,25,4.07224258423391
0.1915,False,1,4.0
0.0849,True,370,7.0
0.0879,False,1,6.0
0.2469,True,105,3.0
0.2552,True,125,3.0
0.2199,True,30,3.0
0.2393,True,284,4.07224258423391
0.1,True,178,4.07224258423391
0.1897,False,28,5.0
0.1208,False,67,7.0
0.1,False,217,4.07224258423391
0.17,False,159,4.0
0.1449,True,139,5.0
0.1314,True,1,5.0
0.14,True,1,5.0
0.1299,True,258,7.0
0.231,False,1,3.0
0.17,False,28,4.07224258423391
0.1728,True,134,6.0
0.1099,False,273,5.0
0.13,True,58,4.07224258423391
0.2,True,38,4.07224258423391
0.0629,False,1,7.0
0.2579,False,13,3.0
0.1515,True,92,4.07224258423391
0.2452,True,99,3.0
0.25,False,46,4.07224258423391
0.0625,True,78,7.0
0.1664,False,6,5.0
0.28,False,1,2.0
0.2452,False,46,3.0
0.0666,True,66,7.0
0.18,False,238,4.07224258423391
0.3495,True,48,1.0
0.2958,True,6,2.0
0.2045,False,35,4.0
0.1795,True,1,4.0
0.1702,False,235,4.07224258423391
0.0949,True,210,6.0
0.2599,False,8,3.0
0.2398,True,137,4.0
0.2862,True,64,2.0
0.1469,False,29,5.0
0.2432,False,1,3.0
0.215,False,213,4.07224258423391
0.124,False,551,6.0
0.1864,False,1,4.0
0.3099,True,81,2.0
0.1169,True,362,6.0
0.197,True,42,4.0
0.2099,True,55,4.0
0.2124,False,69,4.0
0.125,True,71,4.07224258423391
0.149,False,136,5.0
0.1169,True,348,6.0
0.0774,True,56,4.07224258423391
0.2524,False,8,3.0
0.15,True,314,4.07224258423391
0.086,True,91,4.07224258423391
0.1598,True,210,4.07224258423391
0.125,False,95,4.07224258423391
0.2099,True,80,4.0
0.1045,False,50,4.07224258423391
0.2511,False,67,3.0
0.2124,True,245,5.0
0.1774,True,1,4.0
0.29,True,34,4.07224258423391
0.1699,True,69,4.0
0.2999,True,27,2.0
0.0809,True,365,7.0
0.1435,False,1,5.0
0.1428,True,60,4.07224258423391
0.2225,False,32,4.07224258423391
0.1045,True,174,4.07224258423391
0.3049,False,129,3.0
0.139,True,193,6.0
0.1465,True,53,5.0
0.14,True,98,4.07224258423391
0.1626,False,252,5.0
0.1519,True,101,5.0
0.1625,True,96,4.07224258423391
0.3411,True,81,4.07224258423391
0.1519,True,1,5.0
0.2124,True,123,5.0
0.3304,False,13,2.0
0.1765,False,156,4.0
0.1105,False,36,4.07224258423391
0.1139,True,1,6.0
0.149,True,128,4.07224258423391
0.1695,False,223,4.0
0.1945,True,78,4.07224258423391
0.2625,False,50,3.0
0.139,False,119,4.07224258423391
0.3177,False,7,1.0
0.285,False,33,4.07224258423391
0.1915,False,1,4.0
0.19,True,97,4.07224258423391
0.25,True,104,4.07224258423391
0.35,False,17,4.07224258423391
0.1795,True,1,4.0
0.099,True,1,6.0
0.2499,False,39,3.0
0.2049,True,86,4.0
0.1274,False,1,5.0
0.2045,False,16,4.0
0.1914,True,1,4.0
0.2468,True,2,4.0
0.1579,False,1,5.0
0.1774,False,24,4.0
0.2999,True,1,1.0
0.1914,True,48,4.0
0.3199,False,64,1.0
0.0704,False,72,7.0
0.1269,False,261,6.0
0.1239,False,1,6.0
0.2099,True,130,4.0
0.1744,True,112,6.0
0.261,False,68,3.0
0.26,True,113,1.0
0.2769,False,100,2.0
0.092,False,130,6.0
0.2699,True,6,2.0
0.1585,False,1,4.0
0.1845,False,12,5.0
0.1369,True,124,4.07224258423391
0.1864,False,327,4.07224258423391
0.125,True,10,4.07224258423391
0.2862,False,54,2.0
0.1768,False,124,5.0
0.1799,True,4,5.0
0.1865,False,147,4.07224258423391
0.2148,False,42,4.0
0.0754,False,60,4.07224258423391
0.14,False,1,5.0
0.1329,True,118,6.0
0.1999,True,255,4.0
0.152,True,1,5.0
0.2699,True,3,2.0
0.1396,True,296,6.0
0.2399,True,29,3.0
0.1334,True,378,6.0
0.187,True,1,4.0
0.1481,False,2,4.07224258423391
0.2419,False,67,3.0
0.1579,True,1,5.0
0.2469,True,3,3.0
0.2958,False,10,2.0
0.3119,True,33,2.0
0.1579,True,1,5.0
0.1765,True,1,4.0
0.203,False,1,3.0
0.2287,False,12,3.0
0.3177,False,5,1.0
0.111,False,541,4.07224258423391
0.1414,True,210,5.0
0.176,False,1,4.0
0.2,True,276,4.07224258423391
0.2019,False,36,4.0
0.197,False,56,4.07224258423391
0.2867,True,52,3.0
0.2099,True,35,4.0
0.0999,True,136,6.0
0.2932,True,7,2.0
0.1559,False,102,5.0
0.1795,True,21,4.0
0.3199,True,39,1.0
0.1694,True,53,4.07224258423391
